J1216-6223      184.174542    -62.399389   0.374047  1.68e-14    15.000      0.15      786.60       *       *  
J1220-6318      185.074417    -63.312917   0.789212  8.03e-17    58.000      0.68      347.00       *       *  
J1222-5738      185.717917    -57.638889   1.081164  1.50e-16    28.000      0.11       74.00       *       *  
J1224-6208      186.184375    -62.144750   0.585761  2.02e-14    10.000      0.23      454.20       *       *  
J1224-6407      186.092438    -64.131642   0.216476  4.95e-15     6.100      3.90       97.47       *    2.00  
J1225-5556      186.432613    -55.945317   1.018453  2.06e-15    20.000      0.40      125.83       *    2.02  
J1225-6035      186.369292    -60.593778   0.626324  2.88e-16     3.900      0.26      176.10       *       *  
J1225-6408      186.428333    -64.145278   0.419618  9.46e-16     8.100      0.38      415.10       *    2.69  
J1227-6208      186.751839    -62.145497   0.034528  1.87e-19     1.300      0.22      363.00       *       *  
J1231-6303      187.804167    -63.055000   1.351236  1.40e-15   185.000      1.50      301.00       *       *  
J1232-6501      188.074333    -65.017592   0.088282  8.11e-19    11.000      0.34      239.40       *       *  
J1233-6312      188.381250    -63.208056   0.564759  6.92e-15    57.000      0.25      414.00       *       *  
J1233-6344      188.416250    -63.748611   0.756892  3.88e-15    12.000      0.07      495.00       *       *  
J1235-6354      188.990500    -63.908444   0.256778  1.97e-16    10.000      0.16      439.90       *       *  
J1237-6725      189.357917    -67.426083   2.110974  2.19e-15    30.000      0.48      176.50       *       *  
J1239+2453      189.918589     24.897025   1.382449  9.60e-16    51.100     10.00        9.25   -1.80    1.91  
J1239-6832      189.995833    -68.541028   1.301908  1.19e-14    20.000      0.96       94.30       *    1.53  
J1243-5735      190.897417    -57.595222   0.471225  8.00e-17    12.000      0.14      270.60       *       *  
J1243-6423      190.821492    -64.389958   0.388481  4.50e-15     6.600     13.00      297.25       *    1.70  
J1244-6359      191.198721    -63.996500   0.147274  4.40e-18     9.800      0.15      286.00       *       *  
J1244-6531      191.159583    -65.520000   1.546819  7.18e-15    21.000      0.17      388.00       *       *  
J1245-6238      191.338000    -62.648861   2.283093  1.09e-14    62.000      0.14      336.20       *       *  
J1248-6344      192.193167    -63.736000   0.198335  1.69e-14    12.000      0.12      433.30       *       *  
J1248-6444      192.136958    -64.733333   1.234893  1.93e-15    54.300      0.15      236.40       *       *  
J1249-6507      192.476333    -65.122167   0.434445  1.21e-17    11.000      0.10      215.00       *       *  
J1251-7407      192.970583    -74.120844   0.327058  3.65e-16     3.000      0.24       89.81       *       *  
J1252-6314      193.177583    -63.242417   0.823339  1.08e-16    20.000      0.66      278.40       *       *  
J1253-5820      193.368092    -58.344692   0.255496  2.10e-15     4.400      3.50      100.58       *    1.39  
J1254-6150      193.635333    -61.847444   0.184502  6.24e-16     3.500      0.15       95.00       *       *  
J1255-6131      193.978583    -61.519472   0.657974  4.00e-15     8.600      0.13      206.50       *       *  
J1257-1027      194.269873    -10.451602   0.617308  3.63e-16     6.000      1.20       29.63   -1.70    1.84  
J1259-6741      194.844583    -67.694444   0.663329  1.21e-15    14.000      1.30       94.70       *    0.99  
J1300+1240      195.014903     12.682353   0.006219  1.14e-19     0.660      2.00       10.17   -1.80    1.84  
J1301-6305      195.440667    -63.092750   0.184528  2.67e-13    28.000      0.46      374.00       *       *  
J1301-6310      195.367917    -63.177917   0.663830  5.64e-14    11.000      0.11       86.10       *       *  
J1302-6313      195.580000    -63.224722   0.967846  6.33e-15    93.000      0.18      500.00       *       *  
J1302-6350      195.698511    -63.835740   0.047763  2.28e-15    23.000      1.70      146.72       *       *  
J1303-6305      195.750083    -63.083556   2.306642  2.18e-15    38.000      0.36      343.00       *       *  
J1305-6203      196.337083    -62.056000   0.427762  3.21e-14    16.000      0.62      470.00       *       *  
J1305-6256      196.366667    -62.944167   0.478231  2.11e-15    19.000      0.32      967.00       *       *  
J1305-6455      196.348750    -64.923972   0.571647  4.03e-15    19.000      1.60      505.00       *    2.31  
J1306-6242      196.685833    -62.700833   0.981902  5.86e-15    33.000      0.14      480.00       *       *  
J1306-6617      196.659125    -66.289389   0.473026  5.97e-15    23.000      2.50      436.90       *       *  
J1307-6318      196.977917    -63.309722   4.962427  2.11e-14   505.000      1.40      374.00       *       *  
J1308-5844      197.087833    -58.737167   0.464700  8.64e-15     5.900      0.21      205.60       *       *  
J1309-6415      197.319167    -64.266389   0.619454  8.79e-15    26.000      0.21      574.00       *       *  
J1309-6526      197.251208    -65.437944   0.398292  1.84e-17    10.000      0.15      340.00       *       *  
J1311-1228      197.969375    -12.467117   0.447518  1.51e-16     6.700      0.50       36.21   -1.80    1.66  
J1312-6400      198.029833    -64.015444   2.437432  6.83e-16    34.000      0.75       93.00       *       *  
J1314-6101      198.597500    -61.021111   2.948390  1.17e-14    59.000      0.41      309.00       *       *  
J1316-6232      199.192917    -62.536722   0.342825  5.30e-15   119.000      0.74      983.30       *       *  
J1317-6302      199.436208    -63.047833   0.261271  1.02e-16    12.000      0.99      678.10       *       *  
J1319-6056      199.834542    -60.946297   0.284351  1.53e-15     6.900      1.20      400.94       *       *  
J1319-6105      199.859667    -61.090611   0.421118  1.50e-15    13.000      0.84      442.20       *       *  
J1321-5922      200.414833    -59.381139   1.279058  2.37e-15    26.000      0.19      383.00       *       *  
J1321+8323      200.442417     83.394144   0.670037  5.66e-16    19.600      0.90       13.32   -1.70    2.57  
J1322-6241      200.633958    -62.698194   0.506058  2.59e-15     8.700      0.37      618.80       *       *  
J1322-6329      200.575000    -63.493611   2.764209  1.11e-14    34.000      0.17      659.00       *       *  
J1324-6146      201.182917    -61.766667   0.844109  5.58e-15    72.000      0.73      828.00       *       *  
J1324-6302      201.056875    -63.039194   2.483804  9.79e-16    18.000      0.23      497.00       *       *  
J1326-5859      201.742792    -58.991417   0.477991  3.24e-15     7.600      9.90      287.30       *    1.99  
J1326-6408      201.635833    -64.145556   0.792670  3.10e-15    11.000      1.40      502.70       *    2.04  
J1326-6700      201.513333    -67.014167   0.543009  5.31e-15    42.000     11.00      209.60       *    0.75  
J1327-6222      201.822500    -62.379056   0.529913  1.89e-14    11.000     16.00      318.80       *    1.70  
J1327-6301      201.781125    -63.020942   0.196479  1.53e-15     6.700      3.20      294.91       *       *  
J1327-6400      201.792792    -64.003639   0.280678  3.12e-14    13.000      0.36      680.90       *       *  
J1328-4357      202.026800    -43.962256   0.532699  3.01e-15    11.000      2.00       42.00       *    1.75  
J1329-6158      202.263750    -61.983056   1.565218  3.39e-14    31.000      0.22      514.00       *       *  
J1331-5245      202.750042    -52.757056   0.648117  5.10e-16    27.000      0.32      148.40       *       *  
J1332-3032      203.218686    -30.538137   0.650434  5.60e-16    34.000      0.30       15.10       *    2.71  
J1334-5839      203.625455    -58.654596   0.107718  2.16e-17     4.100      0.62      119.30       *    2.69  
J1337-6306      204.334792    -63.106472   0.207953  3.56e-16    12.000      0.11      777.70       *       *  
J1337-6423      204.382846    -64.384699   0.009423  2.47e-20     0.730      0.29      259.20       *       *  
J1338-6204      204.538958    -62.071861   1.238990  1.39e-14    93.000      3.80      640.30       *       *  
J1339-6618      204.985833    -66.302167   0.558179  3.50e-16    26.000      0.23      241.00       *       *  
J1340-6456      205.001333    -64.945250   0.378622  5.05e-15    14.000      1.10       76.99       *    1.68  
J1341-6023      205.280708    -60.392972   0.627285  1.95e-14     9.200      0.63      364.60       *       *  
J1341-6220      205.427625    -62.339083   0.193340  2.53e-13    12.000      1.90      717.30       *       *  
J1342+2822B     205.546196     28.377817   0.002389  1.86e-20     0.200      0.01       26.15       *       *  
J1344-6059      206.165000    -60.991944   0.540102  4.30e-17    29.000      0.19      435.00       *       *  
J1345-6115      206.435125    -61.258500   1.253085  3.25e-15    27.000      0.59      278.10       *       *  
J1346-4918      206.593125    -49.302000   0.299625  3.50e-17    10.000      0.70       74.42       *       *  
J1347-5947      206.830750    -59.794389   0.609962  1.42e-14    11.000      0.67      293.40       *       *  
J1348-6307      207.176667    -63.117778   0.927772  3.79e-15    79.000      0.51      597.00       *       *  
J1349-6130      207.402708    -61.504750   0.259363  5.13e-15     6.200      0.58      284.60       *       *  
J1352-6803      208.143542    -68.060306   0.628903  1.23e-15    28.000      1.10      214.60       *       *  
J1354-6249      208.645833    -62.825000   2.951938  1.48e-14    57.000      0.24      254.00       *       *  
J1355-5747      208.903958    -57.787500   2.038674  7.15e-16    29.000      0.36      229.00       *       *  
J1355-5925      208.996292    -59.416917   1.213381  5.99e-15    21.000      0.55      354.80       *       *  
J1355-6206      208.838917    -62.105583   0.276603  3.10e-18    19.000      0.54      547.00       *       *  
J1356-5521      209.210658    -55.353600   0.507380  7.24e-16    17.000      1.50      174.17       *    1.66  
J1357-6429      209.260125    -64.491722   0.166108  3.60e-13    15.000      0.44      128.50       *       *  
J1359-6038      209.992583    -60.635556   0.127501  6.34e-15     3.900      7.60      293.71       *    2.10  
J1401-6357      210.468667    -63.962650   0.842790  1.67e-14    10.000      6.20       98.00       *    1.36  
J1403-6310      210.808333    -63.174167   0.399170  9.00e-17    18.000      0.65      305.00       *       *  
J1405-5641      211.301708    -56.690056   0.617575  1.20e-15    13.000      0.10      273.00       *       *  
J1406-5806      211.505000    -58.108889   0.288349  6.11e-16    49.000      0.84      229.00       *       *  
J1406-6121      211.708500    -61.357750   0.213075  5.47e-14    16.000      0.36      542.30       *       *  
J1407-6048      211.994333    -60.816333   0.492344  3.16e-15    21.000      0.20      575.20       *       *  
J1407-6153      211.985417    -61.899722   0.701615  8.85e-15    57.000      0.36      645.00       *       *  
J1409-6953      212.320417    -69.892889   0.528591  8.40e-16    24.000      0.26      167.63       *       *  
J1412-6111      213.248417    -61.191806   0.529156  1.91e-15    12.000      0.44      311.80       *       *  
J1412-6145      213.032042    -61.758000   0.315225  9.87e-14    12.000      0.47      514.70       *       *  
J1413-6141      213.291125    -61.686944   0.285625  3.33e-13    37.000      0.61      677.00       *       *  
J1413-6222      213.272792    -62.374389   0.292408  2.23e-15    23.000      0.96      808.10       *       *  
J1413-6307      213.380483    -63.126514   0.394946  7.43e-15     4.100      0.90      121.98       *       *  
J1415-6621      213.880292    -66.353389   0.392479  5.80e-16     8.900      0.71      260.17       *       *  
J1416-5033      214.185833    -50.554722   0.794883  1.20e-16    12.000      0.13       58.50       *       *  
J1416-6037      214.127458    -60.633194   0.295580  4.28e-15    13.000      0.70      289.20       *       *  
J1418-3921      214.709513    -39.355142   1.096806  8.89e-16    25.000      1.40       60.49       *    2.27  
J1418-5945      214.634583    -59.750000   1.672596  2.71e-16    64.000      0.18      369.00       *       *  
J1420-5625      215.012758    -56.431944   0.034117  6.75e-20     1.300      0.13       64.56       *       *  
J1420-6048      215.034321    -60.804564   0.068180  8.32e-14     9.300      0.90      358.80       *       *  
J1424-5556      216.053167    -55.937194   0.770375  7.80e-16    22.000      0.38      198.70       *       *  
J1424-5822      216.133792    -58.382222   0.366734  3.94e-15    12.000      1.10      323.90       *       *  
J1424-6438      216.246667    -64.636111   1.023504  2.40e-16    68.000      0.24      248.00       *       *  
J1425-5723      216.402333    -57.391889   0.353263  2.20e-17     7.100      0.24       43.40       *       *  
J1425-5759      216.496292    -57.986167   0.707868  7.42e-16     9.600      0.09      325.00       *       *  
J1425-6210      216.282083    -62.168028   0.501730  4.78e-16    11.000      0.19      430.10       *       *  
J1428-5530      217.109571    -55.513944   0.570290  2.08e-15    14.000      3.90       82.40       *    1.75  
J1429-5935      217.357917    -59.599694   0.763915  4.28e-14    14.000      0.11      456.70       *       *  
J1430-6623      217.670300    -66.384733   0.785441  2.77e-15    18.000      8.00       65.30       *    2.23  
J1431-5740      217.764564    -57.669908   0.004111  6.42e-21     0.176      0.35      131.46       *       *  
J1432-5032      218.217792    -50.538139   2.034989  5.92e-15    33.000      0.29      113.00       *       *  
J1433-6038      218.304917    -60.642972   1.954430  5.63e-15    35.000      0.23      409.00       *       *  
J1434-6006      218.522083    -60.108056   0.306368  3.02e-15     5.500      0.24      332.00       *       *  
J1434-6029      218.662917    -60.496944   0.963348  1.03e-15    19.000      0.14      282.00       *       *  
J1435-5954      218.751500    -59.913667   0.472995  1.54e-15    19.000      3.60       44.26       *       *  
J1435-6100      218.834485    -61.016099   0.009348  2.45e-20     1.100      0.25      113.70       *       *  
J1437-5959      219.257958    -59.983722   0.061696  8.59e-15     7.000      0.07      549.60       *       *  
J1437-6146      219.313792    -61.767222   0.467616  6.33e-15    17.000      0.24      200.50       *       *  
J1440-6344      220.130446    -63.746556   0.459605  1.12e-15     9.700      0.78      124.20       *    2.63  
J1441-6137      220.434583    -61.623333   1.175840  3.60e-16    18.000      0.15      166.00       *       *  
J1443-5122      220.862375    -51.373889   0.732061  3.38e-16    47.000      0.68       87.00       *       *  
J1444-5941      221.193750    -59.688611   2.760228  8.23e-15    47.000      0.42      177.10       *       *  
J1446-4701      221.648808    -47.024102   0.002195  9.81e-21     0.100      0.40       55.83       *       *  
J1449-5846      222.355958    -58.777889   0.463330  8.60e-17    15.000      0.28      216.60       *       *  
J1452-5851      223.219083    -58.853694   0.386625  5.07e-14    11.000      0.24      262.40       *       *  
J1452-6036      223.216242    -60.608708   0.154991  1.45e-15     4.200      1.40      349.70       *       *  
J1453-6413      223.386404    -64.220997   0.179485  2.75e-15     4.400     14.00       71.07       *    2.23  
J1454-5846      223.545450    -58.776317   0.045249  8.17e-19     2.900      0.24      115.95       *       *  
J1455-3330      223.949874    -33.512883   0.007987  2.43e-20     0.800      1.20       13.57   -1.80    1.61  
J1456-6843      224.000658    -68.727569   0.263377  9.83e-17    12.500     80.00        8.60       *    1.18  
J1457-5900      224.412500    -59.014167   1.498637  3.66e-15    62.000      0.24      175.00       *       *  
J1457-5902      224.382917    -59.034444   0.390739  1.23e-14     8.400      0.26      477.20       *       *  
J1501-5637      225.462500    -56.630000   0.782949  1.70e-16    25.000      0.21      258.00       *       *  
J1502-5653      225.739121    -56.894225   0.535504  1.83e-15     7.200      0.39      194.00       *       *  
J1502-5828      225.682500    -58.478333   0.668105  3.64e-14    22.000      0.50      584.00       *       *  
J1502-6128      225.624333    -61.480639   0.842104  1.35e-15    29.000      0.56      256.50       *       *  
J1502-6752      225.577562    -67.871322   0.026744  3.15e-19     2.970      0.69      151.20       *       *  
J1504-5621      226.204750    -56.358889   0.412985  5.53e-15    11.000      0.24      143.00       *       *  
J1509+5531      227.356791     55.525665   0.739682  5.00e-15    10.900      8.00       19.62   -2.30    1.27  
J1509-5850      227.363042    -58.848917   0.088922  9.17e-15     4.700      0.15      140.60       *       *  
J1509-6015      227.281250    -60.255167   0.339038  2.12e-15    13.000      0.17      423.60       *       *  
J1511-5414      227.963783    -54.244528   0.200384  4.85e-16     5.900      0.75       84.76       *       *  
J1511-5835      227.779167    -58.591111   0.301511  3.44e-16    16.000      0.50      332.00       *       *  
J1512-5431      228.023750    -54.521944   2.040532  1.92e-15   110.000      0.38      219.00       *       *  
J1512-5759      228.179275    -57.999944   0.128694  6.85e-15     7.800      6.00      628.70       *       *  
J1513-5739      228.495792    -57.650389   0.973458  2.75e-14    21.000      0.77      469.70       *       *  
J1513-5908      228.481750    -59.135833   0.151251  1.53e-12    16.000      0.94      252.50       *    0.37  
J1514-5925      228.746250    -59.428694   0.148796  2.88e-15     4.800      0.27      194.10       *       *  
J1515-5720      228.788750    -57.346944   0.286646  6.10e-15    31.000      0.20      482.00       *       *  
J1517-4636      229.372400    -46.600167   0.886612  2.10e-15    16.000      0.37      127.00       *       *  
J1518+0204A     229.638823      2.090986   0.005554  4.12e-20     0.370      0.12       30.08       *       *  
J1518+0204C     229.636620      2.079949   0.002484  2.61e-20     0.150      0.04       29.31       *       *  
J1518+4904      229.569996     49.076181   0.040935  2.72e-20     1.420      4.00       11.61   -1.30   -0.13  
J1518-5415      229.556250    -54.262500   0.214925  4.06e-17     4.000      0.08      167.20       *       *  
J1519-5734      229.948292    -57.570444   0.518758  4.27e-15    42.000      0.45      664.00       *       *  
J1519-6106      229.899208    -61.115167   2.154307  8.37e-15    25.000      0.19      221.00       *       *  
J1519-6308      229.789833    -63.138750   1.254052  5.96e-15    22.000      0.32      250.00       *       *  
J1522-5525      230.527917    -55.421528   1.389605  3.30e-15    10.000      0.25       79.00       *       *  
J1522-5829      230.676125    -58.484083   0.395353  2.00e-15    14.000      4.30      199.90       *       *  
J1524-5625      231.207750    -56.423167   0.078219  3.90e-14    12.000      0.83      152.70       *       *  
J1524-5706      231.089292    -57.109722   1.116049  3.56e-13    22.000      0.41      833.00       *       *  
J1524-5819      231.102708    -58.320583   0.961043  1.26e-13    13.000      0.09      406.60       *       *  
J1525-5417      231.368125    -54.288889   1.011694  1.62e-14    15.000      0.18      235.00       *       *  
J1525-5523      231.400267    -55.390889   0.355156  8.96e-18    31.000      0.21      124.70       *       *  
J1525-5545      231.367225    -55.763845   0.011360  1.31e-19     0.540      0.33      126.93       *       *  
J1525-5605      231.422708    -56.086944   0.280349  1.16e-16    25.000      0.25      338.00       *       *  
J1526-5633      231.671667    -56.561944   0.301888  1.23e-16    13.000      0.11      329.00       *       *  
J1527-5552      231.920417    -55.868611   1.048705  1.13e-14    17.000      0.84      362.70       *    2.40  
J1528-3146      232.145643    -31.768566   0.060822  2.49e-19     0.590      1.10       18.16       *       *  
J1528-5547      232.163250    -55.789722   3.467302  7.75e-15    52.900      0.07      269.00       *       *  
J1529-3828      232.312944    -38.479403   0.008486  2.70e-20     1.230      0.16       73.62       *       *  
J1529-5355      232.490000    -53.926667   0.891265  8.10e-16    56.000      0.37      292.00       *       *  
J1529-5611      232.399167    -56.191389   0.822249  4.10e-15    42.000      0.14      149.00       *       *  
J1530-5327      232.611958    -53.465639   0.278957  4.68e-15    14.000      0.59       49.60       *       *  
J1531-5610      232.866292    -56.181944   0.084202  1.37e-14     5.800      0.60      110.90       *       *  
J1532+2745      233.043185     27.763721   1.124836  7.80e-16    25.700      0.80       14.69   -2.00    2.23  
J1532-5308      233.147917    -53.135000   0.443825  6.50e-17    26.000      0.25      181.00       *       *  
J1534-4428      233.716667    -44.469278   1.221426  1.80e-16    14.000      0.55      137.30       *       *  
J1534-5334      233.534875    -53.572028   1.368881  1.43e-15    17.000      6.80       24.82       *    1.86  
J1534-5405      233.639958    -54.094361   0.289689  1.54e-15     6.100      1.20      190.82       *       *  
J1535-5450      233.992750    -54.840556   0.566734  1.43e-14     9.400      0.17      219.80       *       *  
J1535-5848      233.819833    -58.807694   0.307178  2.72e-15     5.800      0.35      107.00       *       *  
J1536-5433      234.020083    -54.554167   0.881438  1.91e-15    36.000      1.30      147.50       *       *  
J1536-5907      234.073833    -59.117667   0.557841  1.37e-15    13.000      0.22      316.00       *       *  
J1537+1155      234.291507     11.932065   0.037904  2.42e-18     0.310      0.60       11.62   -1.90    3.27  
J1537-4912      234.367500    -49.200833   0.301311  1.93e-15    22.000      0.31       69.70       *       *  
J1537-5153      234.315542    -51.885000   1.528124  4.17e-15    23.000      0.07       93.00       *       *  
J1537-5645      234.462500    -56.751111   0.430464  2.78e-15    67.000      1.00      707.00       *       *  
J1538-5438      234.703958    -54.638056   0.276726  1.42e-15    11.000      0.24      136.90       *       *  
J1538-5519      234.670125    -55.329444   0.395731  4.10e-17    86.000      0.42      611.00       *       *  
J1538-5551      234.687625    -55.860250   0.104675  3.21e-15    11.000      0.25      603.00       *       *  
J1538-5621      234.680375    -56.365417   1.908494  7.31e-15    34.100      0.14      150.00       *       *  
J1538-5638      234.523750    -56.636667   0.843980  7.12e-15    46.000      0.28      546.00       *       *  
J1538-5750      234.535042    -57.838083   0.506568  4.20e-17     4.700      0.06       91.00       *       *  
J1539-4828      234.920167    -48.482500   1.272842  1.27e-15    18.000      0.21      117.00       *       *  
J1539-5521      234.783208    -55.353111   1.004958  7.28e-16    23.000      0.14      380.00       *       *  
J1539-5626      234.808167    -56.440389   0.243392  4.85e-15     8.800      4.60      175.88       *       *  
J1540-5736      235.245917    -57.615833   0.612916  4.21e-16    14.000      0.24      304.50       *       *  
J1541-5535      235.456667    -55.583611   0.295838  7.50e-14    14.000      0.22      428.00       *       *  
J1542-5034      235.689463    -50.567056   0.599245  3.97e-15     7.300      0.55       91.00       *    2.91  
J1542-5133      235.583042    -51.559722   1.783865  5.89e-16    35.000      0.27      186.00       *       *  
J1542-5303      235.727125    -53.061389   1.207568  7.78e-14    54.000      0.35      265.70       *       *  
J1543-0620      235.875658     -6.345903   0.709064  8.80e-16     8.100      2.00       18.38   -2.50    2.39  
J1543+0929      235.911771      9.487872   0.748448  4.32e-16    46.200      5.90       34.98   -2.10    2.06  
J1543-5013      235.992708    -50.232778   0.644255  1.01e-14    15.000      0.17      211.00       *       *  
J1543-5149      235.933958    -51.831857   0.002057  1.62e-20     0.270      0.55       50.93       *       *  
J1543-5459      235.984375    -54.987139   0.377119  5.20e-14    15.000      0.62      345.70       *       *  
J1544-5308      236.249350    -53.146250   0.178554  6.07e-17     4.600      3.60       35.16       *    1.48  
J1545-4550      236.483108    -45.843758   0.003575  5.25e-20     0.128      0.75       68.39       *       *  
J1546-5302      236.530833    -53.039722   0.580840  1.18e-14     8.800      0.32      287.00       *       *  
J1547-5750      236.877500    -57.841500   0.647198  2.56e-17    39.000      0.23      148.00       *       *  
J1547-5839      236.895792    -58.652722   0.242190  5.94e-16    13.000      0.41      222.30       *       *  
J1548-4821      237.096917    -48.363806   0.145655  8.00e-19    12.000      0.51      126.00       *       *  
J1548-4927      237.081125    -49.461222   0.602738  4.05e-15    12.000      0.69      141.20       *       *  
J1548-5607      237.183458    -56.126083   0.170934  1.07e-14     7.500      1.00      315.50       *       *  
J1549-4848      237.338142    -48.810400   0.288347  1.41e-14     6.100      0.47       55.98       *    2.86  
J1549-5722      237.449583    -57.367222   0.497772  4.70e-17    13.000      0.10      102.00       *       *  
J1550-5242      237.512292    -52.701944   0.749659  1.78e-14    11.000      0.32      337.70       *       *  
J1550-5317      237.520000    -53.289167   1.421124  9.35e-16    85.000      0.40      600.00       *       *  
J1551-4424      237.950083    -44.411667   0.674060  1.88e-16    27.000      1.14       66.50       *       *  
J1551-5310      237.921875    -53.183222   0.453394  1.95e-13    62.000      0.54      493.00       *       *  
J1552-4937      238.055295    -49.630484   0.006284  1.90e-20     0.900      0.14      114.19       *       *  
J1553-5456      238.498333    -54.935000   1.081328  1.57e-14    22.000      0.79      210.00       *    2.24  
J1554-5512      238.668750    -55.209167   3.418039  3.12e-14    63.000      0.11      450.00       *       *  
J1555-2341      238.888268    -23.686075   0.532578  6.94e-16    10.800      0.90       51.90   -1.60    1.70  
J1555-3134      238.824800    -31.572250   0.518110  6.22e-17    27.000      1.40       73.05   -1.60    2.08  
J1556-5358      239.214583    -53.981944   0.994681  1.04e-14    29.000      0.53      436.00       *       *  
J1557-4258      239.251075    -42.970183   0.329187  3.30e-16     9.000      5.10      144.50       *    1.64  
J1558-5419      239.672708    -54.323889   0.594575  6.04e-15    22.000      0.40      657.00       *       *  
J1558-5756      239.627208    -57.940583   1.122342  1.86e-13     9.500      0.19      127.80       *       *  
J1559-4438      239.923026    -44.646084   0.257056  1.02e-15     6.000     40.00       56.10       *    0.81  
J1559-5545      239.838750    -55.761111   0.957242  2.05e-14     9.000      0.72      212.90       *    2.42  
J1600-3053      240.216264    -30.897049   0.003598  9.50e-21     0.094      2.50       52.32       *       *  
J1600-5044      240.220962    -50.739156   0.192601  5.06e-15     5.400     17.00      260.56       *       *  
J1600-5751      240.083042    -57.854083   0.194454  2.13e-15    11.000      1.40      176.55       *    2.12  
J1600-5916      240.145833    -59.283056   1.247666  8.87e-16   130.000      0.33      177.00       *       *  
J1601-5244      240.363750    -52.735833   2.559357  7.21e-16    62.000      0.13      273.00       *       *  
J1601-5335      240.478792    -53.595333   0.288457  6.24e-14     7.400      0.22      194.60       *       *  
J1602-4957      240.575833    -49.958889   0.819990  1.59e-14    29.000      0.17      319.00       *       *  
J1602-5100      240.578333    -51.000556   0.864227  6.96e-14     7.900      5.70      170.93       *    1.65  
J1603-2712      240.783597    -27.224337   0.778313  3.01e-15    20.000      1.70       46.20   -1.70    1.97  
J1603-5657      240.881083    -56.962275   0.496077  2.79e-15     4.700      0.53      264.07       *    2.17  
J1603-7202      240.898656    -72.042425   0.014842  1.56e-20     1.206      3.10       38.05   -1.80    1.53  
J1604-4718      241.122542    -47.313306   0.527466  4.96e-15    11.000      0.22       52.00       *       *  
J1604-4909      241.095829    -49.166206   0.327418  1.02e-15     4.400      5.50      140.80       *    1.66  
J1605-5215      241.329167    -52.263333   1.013609  4.75e-15    26.000      0.22      532.00       *       *  
J1605-5257      241.317917    -52.959444   0.658013  2.56e-16    59.000     13.00       35.10       *    0.67  
J1607-0032      241.800431     -0.544675   0.421816  3.06e-16    12.500      5.00       10.68   -1.90    1.90  
J1607-5140      241.955417    -51.671111   0.342723  2.54e-15    20.000      0.26      533.00       *       *  
J1607-6449      241.952962    -64.828633   0.298116  2.49e-17     3.000      0.22       89.39       *       *  
J1609-4616      242.421375    -46.272917   0.249609  5.01e-16     5.600      0.38      150.10       *       *  
J1609-5158      242.361250    -51.971667   1.279402  1.30e-14   100.000      0.27     1069.00       *       *  
J1610-5006      242.684583    -50.111722   0.481119  1.36e-14    42.000      1.60      416.00       *       *  
J1610-5303      242.553417    -53.063611   0.786468  2.62e-15    44.000      0.76      380.10       *       *  
J1611-4811      242.761250    -48.194167   1.296850  1.95e-15    33.000      0.08      221.00       *       *  
J1611-4949      242.944292    -49.832556   0.666438  5.42e-16    18.000      0.58      556.80       *       *  
J1611-5209      242.763333    -52.156556   0.182492  5.17e-15     2.200      1.20      127.57       *       *  
J1611-5847      242.963804    -58.795092   0.354550  2.01e-18     2.800      0.11       79.90       *       *  
J1612-5136      243.002500    -51.615000   0.483311  3.78e-15   125.000      0.20     1173.00       *       *  
J1612-5805      243.115900    -58.091444   0.615520  9.35e-16     4.000      0.31      171.30       *       *  
J1613-4714      243.370958    -47.240500   0.382376  6.32e-16     9.700      1.50      161.20       *    1.94  
J1613-5211      243.426917    -52.189167   0.457502  1.92e-14    14.000      0.29      360.10       *       *  
J1613-5234      243.489542    -52.571389   0.655221  6.63e-15    31.000      0.28      624.00       *       *  
J1614+0737      243.670444      7.625283   1.206801  2.36e-15    11.900      0.60       21.39   -2.70    2.21  
J1614-5048      243.547042    -50.800972   0.231694  4.95e-13    11.000      2.40      582.80       *       *  
J1614-5144      243.690417    -51.746944   1.534008  7.44e-15    68.000      0.16      748.00       *       *  
J1614-5402      243.709917    -54.046389   0.572592  2.90e-17    14.000      0.25      300.00       *       *  
J1615-5444      243.754962    -54.742333   0.360958  3.38e-16     6.500      0.59      312.60       *       *  
J1615-5537      243.918458    -55.616806   0.791526  2.00e-15    16.000      0.44      124.48       *    2.64  
J1616-5017      244.124542    -50.287472   0.491384  4.66e-14     9.760      0.17      194.00       *       *  
J1616-5109      244.128750    -51.154722   1.219594  1.91e-14   220.000      1.20     1160.00       *       *  
J1616-5208      244.097500    -52.146667   1.025831  2.89e-14    43.000      0.44      488.00       *       *  
J1617-4216      244.347417    -42.283056   3.428466  1.81e-14    38.000      0.28      163.60       *       *  
J1617-4608      244.396271    -46.143472   0.567080  1.65e-14     7.700      0.15      321.50       *       *  
J1618-4723      244.528333    -47.388639   0.203553  1.99e-15    11.000      1.00      134.70       *       *  
J1620-5414      245.060167    -54.247694   1.156360  6.74e-17    26.000      0.13       71.00       *       *  
J1621-5039      245.269625    -50.663500   1.084020  1.30e-14    20.000      0.36      261.00       *       *  
J1621-5243      245.482500    -52.728889   0.371924  7.68e-16    17.000      0.27      363.00       *       *  
J1622-3751      245.519083    -37.853861   0.731463  2.57e-15    24.000      0.20      153.80       *       *  
J1622-4332      245.689450    -43.541167   0.916938  1.56e-15    32.000      0.53      230.68       *    2.72  
J1622-4347      245.625250    -43.789278   0.457681  5.05e-15     9.800      0.18      177.00       *       *  
